,x,y
24,273.4375,2375.0
1918,277.34375,2328.125
496,332.03125,2187.5
662,289.0625,2277.34375
1162,312.5,2222.65625
1039,363.28125,2292.96875
1688,355.46875,2457.03125
1520,320.3125,2484.375
948,281.25,2300.78125
729,277.34375,2308.59375
236,320.3125,2203.125
1683,343.75,2457.03125
976,320.3125,2273.4375
1789,289.0625,2289.0625
1315,289.0625,2121.09375
1184,296.875,2304.6875
256,312.5,2203.125
2146,253.90625,2351.5625
835,296.875,2324.21875
1617,304.6875,2402.34375
1614,308.59375,2363.28125
1584,355.46875,2234.375
1720,339.84375,2437.5
1169,300.78125,2222.65625
1243,316.40625,2285.15625
337,328.125,2191.40625
1876,316.40625,2203.125
2381,464.84375,2351.5625
1904,300.78125,2273.4375
1898,312.5,2144.53125
1285,308.59375,2253.90625
522,339.84375,2203.125
1729,324.21875,2410.15625
2248,1937.5,2304.6875
2120,289.0625,2269.53125
2259,230.46875,1597.65625
73,265.625,2347.65625
32,269.53125,2382.8125
2060,269.53125,2261.71875
793,210.9375,2304.6875
818,273.4375,2343.75
1129,312.5,2203.125
1911,296.875,2308.59375
1971,300.78125,2324.21875
271,332.03125,2226.5625
712,261.71875,2289.0625
1791,273.4375,2285.15625
259,312.5,2207.03125
2173,261.71875,2324.21875
1864,320.3125,2238.28125
953,328.125,2316.40625
2271,273.4375,2312.5
891,285.15625,2269.53125
2364,316.40625,2339.84375
357,351.5625,2207.03125
1120,328.125,2214.84375
746,296.875,2292.96875
1329,285.15625,2214.84375
1496,320.3125,2460.9375
313,335.9375,2160.15625
1485,328.125,2457.03125
122,281.25,2144.53125
2030,261.71875,2285.15625
1801,285.15625,2242.1875
250,316.40625,2199.21875
490,316.40625,2195.3125
2082,292.96875,2250.0
1043,285.15625,2269.53125
1540,339.84375,2359.375
871,285.15625,2300.78125
1607,304.6875,2320.3125
2359,382.8125,2242.1875
1465,320.3125,2296.875
144,296.875,2214.84375
135,300.78125,2191.40625
961,343.75,2308.59375
196,320.3125,2125.0
123,343.75,2132.8125
1112,289.0625,2226.5625
1954,257.8125,2371.09375
1631,316.40625,2441.40625
922,378.90625,2281.25
944,281.25,2304.6875
1722,335.9375,2429.6875
1309,261.71875,2140.625
1229,320.3125,2332.03125
1044,316.40625,2253.90625
2141,246.09375,2347.65625
1098,339.84375,2238.28125
133,304.6875,2187.5
1211,312.5,2300.78125
1645,320.3125,2488.28125
1479,324.21875,2402.34375
1585,343.75,2222.65625
1233,316.40625,2308.59375
1708,339.84375,2445.3125
2277,222.65625,2363.28125
1945,269.53125,2347.65625
1537,335.9375,2371.09375
1778,296.875,2292.96875
1182,320.3125,2292.96875
1367,300.78125,2277.34375
174,308.59375,2257.8125
947,296.875,2308.59375
491,316.40625,2187.5
1217,316.40625,2304.6875
1293,351.5625,2269.53125
673,343.75,2300.78125
2239,285.15625,2359.375
2087,289.0625,2257.8125
2380,253.90625,2351.5625
475,304.6875,2167.96875
442,375.0,2179.6875
231,320.3125,2195.3125
2,285.15625,2281.25
1946,238.28125,2343.75
34,257.8125,2398.4375
1091,308.59375,2269.53125
1096,277.34375,2242.1875
577,351.5625,2214.84375
371,398.4375,2121.09375
1533,332.03125,2398.4375
1300,347.65625,2179.6875
1744,316.40625,2386.71875
612,292.96875,2312.5
1386,304.6875,2285.15625
754,304.6875,2285.15625
1942,250.0,2339.84375
419,371.09375,2179.6875
2306,253.90625,2378.90625
1594,292.96875,2273.4375
1577,324.21875,1929.6875
2009,292.96875,2292.96875
2085,281.25,2253.90625
1724,324.21875,2417.96875
2107,257.8125,2269.53125
1687,328.125,2441.40625
1176,292.96875,2253.90625
1559,316.40625,2363.28125
97,253.90625,2324.21875
1925,308.59375,2324.21875
1959,281.25,2316.40625
1400,316.40625,2261.71875
769,328.125,2257.8125
346,332.03125,2199.21875
1445,316.40625,2195.3125
2174,285.15625,2320.3125
1880,332.03125,2191.40625
1448,304.6875,2218.75
1020,304.6875,2265.625
1475,332.03125,2371.09375
276,347.65625,2179.6875
1625,308.59375,2414.0625
1305,242.1875,1988.28125
1154,304.6875,2207.03125
254,324.21875,2203.125
232,320.3125,2199.21875
2139,250.0,2335.9375
987,308.59375,2265.625
1850,300.78125,2265.625
1622,308.59375,2390.625
0,320.3125,1492.1875
240,320.3125,2203.125
361,363.28125,2207.03125
719,273.4375,2292.96875
265,324.21875,2222.65625
1397,320.3125,2261.71875
825,265.625,2339.84375
720,273.4375,2289.0625
1108,320.3125,2234.375
1779,285.15625,2285.15625
635,296.875,2257.8125
444,394.53125,2179.6875
125,312.5,2160.15625
62,257.8125,2347.65625
1310,304.6875,2136.71875
31,277.34375,2375.0
934,300.78125,2285.15625
2165,257.8125,2332.03125
2100,285.15625,2218.75
1536,343.75,2371.09375
2307,250.0,2390.625
1103,289.0625,2230.46875
2279,238.28125,2367.1875
751,304.6875,2285.15625
1253,316.40625,2308.59375
1542,328.125,2363.28125
924,285.15625,2296.875
2094,324.21875,2257.8125
623,292.96875,2269.53125
794,312.5,2152.34375
120,781.25,2277.34375
1980,265.625,2351.5625
863,300.78125,2289.0625
1074,261.71875,2273.4375
2337,246.09375,2363.28125
119,289.0625,2269.53125
1174,332.03125,2218.75
1411,312.5,2300.78125
884,324.21875,2292.96875
2305,250.0,2382.8125
2316,253.90625,2371.09375
2288,253.90625,2406.25
1811,289.0625,2218.75
1045,316.40625,2253.90625
1245,316.40625,2292.96875
1902,261.71875,1957.03125
1515,316.40625,2472.65625
335,328.125,2195.3125
1831,296.875,2265.625
472,308.59375,2175.78125
1455,324.21875,2281.25
2371,253.90625,2355.46875
1297,339.84375,2261.71875
1128,312.5,2207.03125
1355,308.59375,2257.8125
1550,324.21875,2363.28125
1157,441.40625,2207.03125
1360,308.59375,2265.625
2091,304.6875,2253.90625
289,351.5625,2074.21875
815,300.78125,2339.84375
2233,308.59375,2378.90625
1660,335.9375,2417.96875
1378,312.5,2285.15625
2249,511.71875,2136.71875
1701,339.84375,2457.03125
675,316.40625,2320.3125
1539,335.9375,2367.1875
1639,316.40625,2449.21875
2312,246.09375,2367.1875
977,296.875,2265.625
263,324.21875,2222.65625
2093,285.15625,2250.0
1558,312.5,2363.28125
151,300.78125,2234.375
1035,359.375,2292.96875
1009,312.5,2281.25
473,312.5,2175.78125
185,312.5,2214.84375
28,238.28125,2375.0
2370,242.1875,2394.53125
2334,269.53125,2351.5625
2351,253.90625,2351.5625
2170,253.90625,2335.9375
667,289.0625,2292.96875
1258,312.5,2316.40625
685,292.96875,2296.875
1694,335.9375,2457.03125
2387,953.125,1898.4375
1341,285.15625,2250.0
1428,304.6875,2230.46875
774,292.96875,2250.0
531,347.65625,2222.65625
94,257.8125,2324.21875
1871,320.3125,2246.09375
954,285.15625,2304.6875
2213,246.09375,2308.59375
358,367.1875,2203.125
1472,328.125,2363.28125
2234,277.34375,2289.0625
1943,292.96875,2375.0
270,328.125,2230.46875
83,261.71875,2332.03125
1997,320.3125,2335.9375
739,289.0625,2296.875
1089,269.53125,2281.25
2111,1449.21875,2019.53125
251,316.40625,2199.21875
197,312.5,2140.625
1137,289.0625,2195.3125
2104,292.96875,2207.03125
1266,308.59375,2324.21875
436,363.28125,2183.59375
849,277.34375,2281.25
2032,269.53125,2289.0625
730,277.34375,2308.59375
1164,316.40625,2191.40625
35,265.625,2390.625
349,335.9375,2203.125
1237,312.5,2335.9375
1209,335.9375,2300.78125
20,277.34375,2371.09375
1488,324.21875,2457.03125
2229,320.3125,2363.28125
1083,273.4375,2273.4375
1820,296.875,2234.375
1569,328.125,2316.40625
963,308.59375,2300.78125
2327,257.8125,2367.1875
1994,210.9375,2257.8125
742,308.59375,2296.875
17,234.375,2386.71875
1023,343.75,2269.53125
552,363.28125,2226.5625
2026,253.90625,2277.34375
909,359.375,2339.84375
544,359.375,2230.46875
1380,300.78125,2285.15625
179,296.875,2246.09375
1657,335.9375,2425.78125
1759,312.5,2257.8125
582,371.09375,2187.5
1232,316.40625,2320.3125
79,261.71875,2343.75
1235,347.65625,2312.5
1653,339.84375,2414.0625
1837,292.96875,2261.71875
1949,265.625,2312.5
642,300.78125,2257.8125
914,316.40625,2277.34375
1389,320.3125,2269.53125
1991,265.625,2207.03125
169,289.0625,2246.09375
189,289.0625,2160.15625
1,265.625,2335.9375
1829,296.875,2269.53125
1478,332.03125,2394.53125
2266,230.46875,2324.21875
584,394.53125,2148.4375
1774,277.34375,2281.25
1425,332.03125,2234.375
2179,253.90625,2332.03125
1130,312.5,2199.21875
1104,328.125,2238.28125
1084,261.71875,2265.625
1725,328.125,2417.96875
1151,308.59375,2207.03125
1363,300.78125,2269.53125
1655,343.75,2410.15625
153,296.875,2230.46875
1432,328.125,2171.875
859,304.6875,2289.0625
2096,320.3125,2292.96875
116,281.25,2253.90625
1795,277.34375,2289.0625
1323,281.25,2187.5
2356,238.28125,2421.875
399,339.84375,2164.0625
1007,343.75,2289.0625
926,273.4375,2292.96875
1763,453.125,2265.625
1741,316.40625,2429.6875
1117,347.65625,2230.46875
369,378.90625,2093.75
1812,289.0625,2222.65625
1514,312.5,2476.5625
1760,332.03125,2269.53125
410,359.375,2179.6875
2001,242.1875,2300.78125
927,273.4375,2281.25
634,292.96875,2257.8125
210,320.3125,2164.0625
1295,324.21875,2277.34375
1426,300.78125,2242.1875
1935,289.0625,2359.375
57,261.71875,2359.375
1165,312.5,2214.84375
2163,253.90625,2335.9375
936,339.84375,2304.6875
1633,316.40625,2472.65625
551,363.28125,2230.46875
318,332.03125,2179.6875
392,351.5625,2160.15625
1684,335.9375,2472.65625
325,328.125,2199.21875
983,316.40625,2269.53125
1751,355.46875,2238.28125
1124,335.9375,2210.9375
507,320.3125,2191.40625
449,367.1875,2207.03125
2242,289.0625,2257.8125
297,316.40625,2140.625
1897,332.03125,2171.875
124,285.15625,2160.15625
1689,335.9375,2460.9375
916,292.96875,2230.46875
810,269.53125,2332.03125
2037,277.34375,2285.15625
770,343.75,2257.8125
812,347.65625,2347.65625
2265,261.71875,2320.3125
219,320.3125,2179.6875
1885,324.21875,2199.21875
5,230.46875,1820.3125
23,261.71875,2367.1875
737,292.96875,2308.59375
481,312.5,2183.59375
992,328.125,2269.53125
1765,273.4375,2285.15625
1575,316.40625,2238.28125
2185,253.90625,2320.3125
2017,292.96875,2343.75
386,339.84375,2152.34375
629,296.875,2261.71875
955,324.21875,2308.59375
1261,308.59375,2320.3125
1510,316.40625,2472.65625
157,292.96875,2234.375
2051,277.34375,2269.53125
2131,250.0,2316.40625
2135,242.1875,2324.21875
523,335.9375,2210.9375
602,281.25,2300.78125
1362,308.59375,2265.625
2069,285.15625,2261.71875
1342,285.15625,2253.90625
1484,332.03125,2449.21875
907,347.65625,2363.28125
160,300.78125,2242.1875
1330,277.34375,2218.75
538,359.375,2226.5625
883,289.0625,2289.0625
2122,250.0,2285.15625
1324,285.15625,2187.5
2290,226.5625,2390.625
2004,253.90625,2312.5
557,363.28125,2226.5625
452,375.0,2203.125
951,339.84375,2320.3125
441,363.28125,2179.6875
1061,324.21875,2296.875
87,261.71875,2355.46875
1547,335.9375,2359.375
1572,304.6875,2273.4375
1762,351.5625,2222.65625
1832,296.875,2257.8125
866,308.59375,2289.0625
99,273.4375,2308.59375
127,296.875,2132.8125
1696,343.75,2457.03125
2074,285.15625,2261.71875
892,347.65625,2273.4375
1638,316.40625,2457.03125
2125,238.28125,2289.0625
2313,234.375,2367.1875
990,328.125,2265.625
566,363.28125,2230.46875
1321,285.15625,2179.6875
1888,308.59375,2199.21875
1804,285.15625,2234.375
222,328.125,2191.40625
1052,289.0625,2277.34375
550,359.375,2226.5625
1240,316.40625,2292.96875
1743,308.59375,2394.53125
1200,304.6875,2324.21875
243,316.40625,2203.125
202,312.5,2140.625
1600,296.875,2285.15625
1524,328.125,2449.21875
2109,308.59375,2261.71875
844,292.96875,2292.96875
1248,312.5,2328.125
380,335.9375,2152.34375
888,300.78125,2285.15625
1204,304.6875,2320.3125
1178,296.875,2285.15625
710,265.625,2285.15625
2379,3.90625,2390.625
477,300.78125,2179.6875
1331,277.34375,2218.75
2028,265.625,2289.0625
1196,300.78125,2335.9375
1434,292.96875,2187.5
