,x,y
271,-0.71891,2.2819
16,-0.27667,1.2236
210,0.60807,2.0983
344,-3.5288,2.638
113,-0.094887,4.2272
378,-3.01,-0.66993
318,-0.52736,0.74884
448,-0.42131,-0.40707
222,0.8859,12.981
103,-3.3125,3.8326
327,-0.45736,2.9424
372,-1.3714,5.1218
251,-0.53061,1.5067
3,-1.985,5.7098
138,-2.9862,-0.13891
132,-1.6631,-2.0399
90,-2.8126,5.0278
301,-0.8934,3.5191
435,-1.0597,-0.99815
95,-2.5534,-1.9989
353,-0.99429,-0.029393
362,-0.21956,1.2381
266,1.6114,4.6894
27,-0.097798,1.0368
219,-0.62091,-0.30411
245,0.066211,2.0722
269,0.55161,2.1544
483,0.28398,2.844
146,1.6606,9.8145
18,-0.67406,2.9177
228,-0.4448,3.2712
446,-1.3897,-2.232
148,-2.0414,1.1955
313,-2.1726,2.6868
0,-2.4248,-0.79712
36,-0.17853,-4.4106
81,-2.0554,-3.8967
47,1.1032,5.3844
17,-2.4236,2.1916
281,0.076176,8.6166
180,0.30742,1.2562
419,-2.4449,1.8622
167,-2.261,3.5515
