,x,y
475,7.2595,-13.581
377,4.9368,-9.1049
492,7.8529,-15.671
319,7.4509,-15.037
105,3.6554,-14.022
178,3.6663,-9.5004
311,5.6361,-12.003
107,3.8523,-13.203
413,7.46,-10.708
336,6.4881,-9.4469
467,5.3229,-10.15
361,7.7365,-11.527
417,5.6695,-11.437
291,6.2984,-11.147
403,6.3816,-9.4806
148,8.0828,-15.312
257,6.7166,-8.6467
478,8.7088,-10.479
120,7.8928,-10.367
16,5.8773,-11.781
48,3.8244,-9.9302
439,2.5714,-12.511
278,5.7176,-11.276
306,7.8919,-13.058
387,8.1151,-11.31
442,3.1559,-9.2771
36,7.9551,-12.401
28,9.1172,-13.011
219,5.036,-12.319
420,6.5006,-11.273
37,6.2125,-10.614
282,7.9603,-14.101
203,6.0108,-11.421
450,5.5455,-17.056
346,6.4769,-14.463
249,5.2889,-12.447
113,7.3199,-12.702
197,7.8828,-14.221
151,5.2049,-13.549
77,7.0228,-14.887
256,3.5452,-10.509
426,6.0367,-10.879
73,6.7565,-13.14
199,6.9089,-14.589
339,8.7555,-14.758
0,7.4914,-12.555
129,9.2669,-12.908
57,6.9731,-10.966
274,7.3686,-11.578
121,3.7863,-6.9056
462,6.7028,-14.977
369,2.8758,-9.9489
169,8.2903,-13.228
22,8.8368,-12.819
135,7.1534,-13.706
34,8.3664,-12.428
335,7.2904,-12.284
379,5.4024,-11.268
479,6.625,-16.106
6,3.2406,-11.884
176,3.1795,-11.614
381,8.0939,-12.079
94,4.3614,-9.4848
206,4.2067,-10.816
410,8.0198,-12.415
222,7.6991,-13.855
172,3.07,-10.915
444,3.4369,-9.313
112,6.4269,-9.3785
418,8.7982,-15.104
279,5.8969,-13.361
1,4.0181,-7.3413
42,4.2621,-11.932
128,3.4808,-12.675
213,5.7005,-11.848
388,7.1617,-13.599
429,6.5098,-10.7
138,9.4536,-12.211
136,6.2176,-11.394
300,4.0427,-10.517
170,6.0304,-12.341
184,6.0201,-10.953
240,3.7337,-7.5372
117,5.2025,-11.72
50,8.6833,-17.049
276,6.7566,-8.281
74,6.2695,-9.4253
60,2.9338,-12.105
284,6.3682,-8.8789
155,3.755,-13.432
434,7.6257,-11.644
367,4.7502,-13.015
246,9.4542,-9.5859
328,4.5944,-11.311
220,6.7413,-13.519
68,4.8756,-8.6017
35,6.3785,-10.869
81,5.1158,-11.273
456,4.8766,-12.332
493,4.0426,-10.882
163,6.522,-14.969
457,5.9357,-13.055
101,9.6109,-13.817
267,1.9923,-5.6415
192,6.8696,-9.5421
182,6.7103,-9.6255
44,5.9196,-15.752
24,3.2819,-12.202
390,5.2922,-11.578
371,7.9865,-17.295
454,4.9205,-10.219
152,8.3525,-14.08
395,6.3624,-8.9691
440,7.1745,-7.9963
228,6.5678,-10.387
343,5.1086,-13.529
134,6.5499,-12.129
264,5.573,-12.377
406,5.0281,-13.237
253,9.1499,-8.1132
348,6.3633,-11.706
425,6.5765,-8.4335
133,6.6562,-15.421
111,7.0142,-13.95
5,3.5423,-12.007
296,7.226,-12.819
183,3.7862,-10.797
466,2.8585,-9.9968
259,5.7063,-12.35
340,4.5394,-9.3957
394,7.4409,-16.34
389,7.6533,-14.405
451,5.989,-13.256
218,6.3543,-14.487
315,3.2803,-8.6168
484,6.8658,-12.315
221,3.8517,-11.935
13,4.7604,-13.224
2,2.9821,-12.015
265,5.0282,-9.24
496,5.8822,-8.8714
4,6.9905,-11.018
472,2.0024,-10.57
33,9.9926,-12.065
490,5.6532,-11.87
244,6.168,-14.333
137,7.2899,-12.837
494,7.7199,-15.997
350,5.6458,-11.027
269,8.0327,-12.314
80,5.0595,-14.792
459,9.7796,-16.573
273,5.476,-11.337
8,6.4358,-13.428
252,7.6363,-14.575
86,6.8939,-10.636
392,6.1008,-10.807
82,3.564,-11.251
349,4.5012,-13.298
20,4.3933,-10.413
483,5.3478,-8.4187
275,8.4489,-13.6
91,4.4606,-8.8505
119,7.4085,-12.264
7,3.163,-14.27
177,6.2186,-13.581
179,5.6734,-11.71
385,5.1145,-14.775
313,7.1878,-14.478
97,5.7056,-10.034
85,8.5403,-14.968
405,5.4263,-13.477
180,7.6777,-12.137
173,6.6158,-9.759
360,3.4337,-11.937
54,7.9551,-10.414
225,6.3452,-8.9527
438,5.5112,-10.69
84,3.8204,-14.423
55,7.44,-11.287
65,9.0489,-14.237
255,8.0381,-12.352
316,6.1025,-12.067
338,5.0812,-10.618
261,7.6591,-15.094
365,4.7869,-12.197
430,7.9833,-13.408
486,7.3515,-12.446
231,2.4617,-10.781
144,6.6479,-11.302
396,5.9308,-14.962
99,6.7096,-12.2
310,5.4186,-11.923
130,9.5757,-14.932
209,6.8719,-14.308
321,7.2034,-12.759
461,7.0983,-14.078
171,5.807,-9.8945
289,3.9249,-9.5022
298,8.2676,-12.691
45,7.0901,-13.846
124,7.3257,-13.37
470,4.4418,-12.344
363,6.0257,-13.745
327,4.732,-13.258
358,1.6953,-10.955
161,6.2507,-12.074
51,11.576,-17.115
19,4.8446,-13.875
