,x,y
458,10.686,-2.3458
204,14.201,-1.7634
50,14.781,-0.9857
216,16.382,-0.12439
290,11.202,-3.4028
285,17.165,-2.1401
487,14.731,-0.10377
380,13.312,-0.96018
401,17.852,-0.61435
397,21.134,1.7838
12,12.143,-0.5106
293,17.884,1.2647
5,19.092,1.5443
36,18.137,-0.81504
307,10.753,0.39191
326,18.082,-0.48868
174,17.731,-0.4422
182,11.887,-1.0265
142,12.609,-0.66157
296,13.749,-1.8664
254,17.979,1.7193
451,19.362,1.9908
379,16.169,0.9619
306,15.514,0.71673
299,16.953,-0.11713
104,21.153,-0.98796
44,21.81,2.1639
309,14.737,-2.1901
294,13.563,-1.2536
234,18.143,-1.7322
346,13.239,-0.17156
443,15.087,0.094278
312,14.474,-0.75608
460,16.868,-1.7912
82,20.95,0.5661
295,19.166,0.71934
329,13.748,-2.1015
405,15.532,-0.21633
252,18.642,0.64948
368,10.077,-2.0908
89,21.135,3.8158
338,10.527,-3.4326
157,12.999,-2.1482
94,14.81,-1.4828
305,18.424,1.4107
412,15.852,-1.5846
266,17.026,-0.12435
187,14.2,-0.22954
107,17.636,-1.5719
292,18.141,-0.17984
179,14.914,-0.5911
193,13.898,0.048309
437,21.013,1.5743
382,16.824,-0.29643
364,16.757,-1.161
376,13.67,-1.5726
349,16.186,-1.2756
86,17.471,-1.1537
482,14.635,-0.38019
109,19.767,0.8893
183,16.023,2.2305
268,12.957,-0.65908
288,16.05,0.50221
25,21.91,1.6541
393,17.984,1.9737
454,16.722,-2.0896
64,20.654,1.0071
439,17.554,-0.43191
359,18.992,-0.46847
257,18.001,-0.21728
135,12.436,-1.2427
384,13.076,-1.1153
474,12.604,0.7717
123,17.581,-0.35864
462,14.565,-1.097
140,15.339,1.2008
343,16.012,0.070768
310,15.516,0.4709
444,14.632,0.57935
42,12.004,-2.5632
195,20.024,1.342
128,10.932,-2.2212
21,7.9073,-0.2059
328,17.968,1.2591
331,17.067,1.0521
483,26.082,2.8439
152,15.831,0.32189
145,9.2758,-2.6246
28,17.578,-0.26964
214,16.387,1.0546
317,9.608,-2.1946
121,13.575,0.80478
108,14.111,-1.8865
30,17.643,1.7488
378,17.61,0.84752
321,18.261,0.61381
175,14.087,-2.332
3,14.472,-0.28159
184,17.639,0.067232
320,17.133,1.2008
116,17.001,1.5101
220,17.417,0.10812
0,15.258,0.11508
476,15.354,-0.72273
163,16.367,-1.2031
46,12.932,-1.1076
446,19.373,2.1082
111,16.414,1.842
61,15.145,-0.75591
68,18.493,1.3996
168,20.035,1.8024
99,16.69,1.6614
303,14.511,-0.069999
224,18.807,-0.12362
420,18.999,2.1727
23,14.475,0.52836
264,16.638,-0.00039426
26,14.861,2.2131
430,13.981,-0.98978
91,18.771,0.83516
196,15.678,-1.5155
20,10.202,-1.8755
124,23.217,3.0191
219,11.883,-2.3646
60,20.449,2.4467
350,15.146,-0.77632
390,11.881,-0.80721
493,13.777,-1.6099
281,16.679,-0.83959
144,13.989,0.6443
17,13.189,1.9653
58,14.573,-1.9836
227,20.081,0.57523
495,19.043,0.27231
238,9.8902,-0.9972
149,16.102,1.0213
244,18.355,1.9012
262,17.954,1.0036
274,22.083,3.9763
237,17.454,1.3484
249,12.732,-0.47624
304,13.105,-1.0685
131,17.619,1.5622
90,21.017,2.7146
47,18.296,0.78319
13,12.885,-1.1093
357,12.853,-1.9186
156,21.555,1.8707
450,9.0142,-1.433
263,12.278,-1.3808
362,12.547,-0.81593
478,12.681,-1.8565
347,13.562,-1.9132
230,18.548,2.9945
201,16.572,-2.0322
260,13.316,0.54299
322,15.115,1.3144
428,21.265,0.69335
173,14.759,-1.153
427,11.576,-3.4006
358,17.285,-0.47255
434,14.347,-1.5326
335,17.602,0.20243
387,20.795,1.1347
127,14.722,-1.2017
248,18.785,0.56479
308,21.397,2.2102
386,16.113,-1.9651
366,17.214,-0.30894
200,17.963,0.46458
365,16.245,-0.46719
240,11.974,-3.7216
176,13.929,-0.90751
213,13.45,-1.9445
8,18.948,0.50803
489,20.576,0.44778
265,21.199,1.9164
